Part,Name,SupplyKind,TapeKind,TapeWidth,TapePitch,PartCount,Polarity,L,W,T,Number,PartName,Volume,LWTNumber,PartNum
0CH,8476H621,Tape and Reel,Embossed,16,12,1000,Yes,7.26,6.6,5.5,40,0CH8476H621,263.538,816,9
0CH,8107F611,Tape and Reel,Embossed,16,12,1000,Yes,7.26,6.6,5.7,41,0CH8107F611,273.1212,817,9
EAE,65601501,Tape and Reel,Embossed,16,12,2000,Yes,7.26,6.6,5.9,261,EAE65601501,282.7044,818,26
EAP,60986903,Tape and Reel,Embossed,16,12,1000,Yes,7.28,6.6,2.85,1090,EAP60986903,136.9368,819,32
EAE,64721903,Tape and Reel,Tray,12,8,2000,Yes,7.3,4.25,2.9,262,EAE64721903,89.9725,820,26
EAP,63789203,Tape and Reel,Tray,16,12,1000,Yes,7.3,6.5,2.9,1091,EAP63789203,137.605,821,32
EAE,66248401,Tape and Reel,Tray,12,8,2000,Yes,7.4,4.4,3,263,EAE66248401,97.68,822,26
EBK,62392401,Tape and Reel,Tray,12,8,500,Yes,7.41,6.71,1.7,1302,EBK62392401,84.52587,823,40
EAE,66213301,Tape and Reel,Tray,16,12,2000,Yes,7.469,6.75,7.9,264,EAE66213301,398.284425,824,26
EAN,57245701,Tape and Reel,Embossed,12,8,500,Yes,7.5,7.2,1.6,841,EAN57245701,86.4,825,31
EAP,64447001,Tape and Reel,Embossed,16,12,1000,Yes,7.5,7.5,6.85,1092,EAP64447001,385.3125,826,32
EAH,64692701,Tape and Reel,Tray,16,8,2000,Yes,7.7,5.9,2.2,531,EAH64692701,99.946,827,29
EAH,32730801,Tape and Reel,Embossed,16,8,2000,Yes,7.7,5.9,2.8,532,EAH32730801,127.204,828,29
660,0Q000026,Tape and Reel,Tray,16,8,500,Yes,7.8,2.7,1.5,9,6600Q000026,31.59,829,5
MDS,66590101,Tape and Reel,Tray,16,12,500,Yes,7.8,5.8,7.5,1367,MDS66590101,339.3,830,54
EAN,66443801,Tape and Reel,Tray,16,8,2000,Yes,7.8,6.4,1.2,842,EAN66443801,59.904,831,31
EAN,66485301,Tape and Reel,Tray,16,8,500,Yes,7.8,6.4,1.2,842,EAN66485301,59.904,831,31
TEA,N1901213,Tape and Reel,Embossed,16,8,2000,Yes,7.8,6.4,1.2,1431,TEAN1901213,59.904,831,59
EAN,65346401,Tape and Reel,Embossed,16,12,1,Yes,7.932,7.945,0.8,844,EAN65346401,50.415792,832,31
EAN,65346402,Tape and Reel,Tray,16,12,1,Yes,7.932,7.945,0.8,844,EAN65346402,50.415792,832,31
MDS,66493001,Tape and Reel,Embossed,24,16,500,Yes,7.95,5.8,14.2,1368,MDS66493001,654.762,833,54
EAW,61583602,Tape and Reel,Embossed,16,8,1000,Yes,7.96,4.43,1.75,1191,EAW61583602,61.7099,834,35
EAN,66306801,Tape and Reel,Embossed,16,12,1000,Yes,7.96,7.94,0.6,847,EAN66306801,37.92144,835,31
EAN,63032402,Tape and Reel,Tray,16,12,1000,Yes,7.96,7.94,0.8,848,EAN63032402,50.56192,836,31
EAG,65730101,Tape and Reel,Tray,24,16,500,Yes,7.96,10.167,6,299,EAG65730101,485.57592,837,28
EAG,63790702,Tape and Reel,Embossed,16,8,2000,Yes,7.98,1.83,0.5,300,EAG63790702,7.3017,838,28
EAG,63790702-1,Tape and Reel,Embossed,16,8,2000,Yes,7.98,1.83,0.5,300,EAG63790702-1,7.3017,838,28
EAG,63514501,Tape and Reel,Embossed,24,12,500,Yes,7.98,5.02,8.85,301,EAG63514501,354.52746,839,28
EAN,66337301,Tape and Reel,Tray,16,12,1000,Yes,7.99,7.96,0.85,851,EAN66337301,54.06034,840,31
EAN,66495501,Tape and Reel,Tray,16,12,1000,Yes,7.99,7.96,0.85,851,EAN66495501,54.06034,840,31
EAN,66495601,Tape and Reel,Tray,16,12,1000,Yes,7.99,7.96,0.85,851,EAN66495601,54.06034,840,31
EAN,66495701,Tape and Reel,Tray,16,12,1000,Yes,7.99,7.96,0.85,851,EAN66495701,54.06034,840,31
TEA,N2104530,Tape and Reel,Tray,16,12,1000,Yes,7.99,7.96,0.85,1435,TEAN2104530,54.06034,840,59
EAN,66517501,Tape and Reel,Embossed,16,12,250,Yes,7.99,7.99,0.9,852,EAN66517501,57.45609,841,31
EAG,65194701,Tape and Reel,Tray,24,12,500,Yes,8,5,8.25,302,EAG65194701,330,842,28
MCQ,69487701,Tape and Reel,Tray,16,12,500,Yes,8,6,0.8,1347,MCQ69487701,38.4,843,53
MDS,66453101,Tape and Reel,Embossed,24,16,500,Yes,8,6,13.1,1369,MDS66453101,628.8,844,54
MDS,67666401,Tape and Reel,Tray,24,16,500,Yes,8,6,16,1370,MDS67666401,768,845,54
TEA,N2106055,Tape and Reel,Tray,16,12,500,Yes,8,6.5,1,1436,TEAN2106055,52,846,59
EAP,64426001,Tape and Reel,Tray,16,12,1000,Yes,8,7.95,3.95,1093,EAP64426001,251.22,847,32
EAP,64426003,Tape and Reel,Tray,16,12,1000,Yes,8,7.95,3.95,1093,EAP64426003,251.22,847,32
EAN,66480301,Tape and Reel,Tray,16,12,1000,Yes,8,8,0.8,853,EAN66480301,51.2,848,31
TEA,N2003180,Tape and Reel,Tray,16,12,1000,Yes,8,8,0.8,1437,TEAN2003180,51.2,848,59
TEA,N2206258,Tape and Reel,Tray,16,12,1000,Yes,8,8,0.8,1437,TEAN2206258,51.2,848,59
TEA,N2206349,Tape and Reel,Tray,16,12,1000,Yes,8,8,0.8,1437,TEAN2206349,51.2,848,59
EAN,66495901,Tape and Reel,Tray,16,12,1000,Yes,8,8,0.85,854,EAN66495901,54.4,849,31
EAP,64426002,Tape and Reel,Embossed,16,12,1000,Yes,8,8,3.95,1094,EAP64426002,252.8,850,32
EAP,63486302,Tape and Reel,Embossed,16,12,1000,Yes,8,8,4.5,1095,EAP63486302,288,851,32
EAN,65129502,Tape and Reel,Tray,16,12,1000,Yes,8.01,8.02,0.78,856,EAN65129502,50.107356,852,31
EAN,65129501,Tape and Reel,Embossed,16,12,1000,Yes,8.01,8.02,0.8,857,EAN65129501,51.39216,853,31
EAN,65567202,Tape and Reel,Embossed,16,12,1000,Yes,8.01,8.02,0.8,857,EAN65567202,51.39216,853,31
EAG,63514502,Tape and Reel,Embossed,24,12,500,Yes,8.31,5.49,8.85,303,EAG63514502,403.753815,854,28
TEA,G2106052,Tape and Reel,Tray,24,12,500,Yes,8.4,9,4,1439,TEAG2106052,302.4,855,59
EAN,64535901,Tape and Reel,Embossed,16,8,500,Yes,8.442,6.331,1.2,858,EAN64535901,64.1355624,856,31
EAN,58810001,Tape and Reel,Embossed,16,8,2000,Yes,8.45,6.41,1,859,EAN58810001,54.1645,857,31
EAN,65606001,Tape and Reel,Embossed,16,8,2000,Yes,8.466,6.352,1.55,860,EAN65606001,83.3528496,858,31
EAN,38513402,Tape and Reel,Embossed,16,8,2000,Yes,8.5,6.25,1.4,861,EAN38513402,74.375,859,31
EAN,65167401,Tape and Reel,Embossed,16,12,136,Yes,8.575,7.657,1,862,EAN65167401,65.658775,860,31
EAG,66801101,Tape and Reel,Tray,24,12,500,Yes,8.58,6.05,7,304,EAG66801101,363.363,861,28
EAN,66388301,Tape and Reel,Tray,16,8,2000,Yes,8.65,6,1.75,863,EAN66388301,90.825,862,31
TEA,G2106050,Tape and Reel,Tray,24,12,1000,Yes,8.8,6.2,6.5,1440,TEAG2106050,354.64,863,59
EAN,62746401,Tape and Reel,Embossed,16,12,1000,Yes,8.833,8.809,1.1,865,EAN62746401,85.5908867,864,31
EAH,57393401,Tape and Reel,Embossed,24,16,500,Yes,8.88,9.8,5,533,EAH57393401,435.12,865,29
TEA,M2105581,Tape and Reel,Tray,24,16,1000,Yes,8.9,6.9,4.35,1441,TEAM2105581,267.1335,866,59
TEA,N2207324,Tape and Reel,Embossed,16,12,1000,Yes,8.9,8.95,1.2,1442,TEAN2207324,95.586,867,59
EAN,64260501,Tape and Reel,Embossed,16,12,1000,Yes,8.93,8.91,1,867,EAN64260501,79.5663,868,31
EAH,61873501,Tape and Reel,Embossed,24,16,500,Yes,8.94,9.63,4.9,534,EAH61873501,421.85178,869,29
EAG,65852002,Tape and Reel,Embossed,32,16,500,Yes,8.95,9.56,3.16,305,EAG65852002,270.37592,870,28
663,0XE00108,Tape and Reel,Tray,24,12,500,Yes,8.98,4.89,5.1,10,6630XE00108,223.95222,871,6
EAN,64688101,Tape and Reel,Embossed,16,12,1000,Yes,8.98,8.9,1.25,872,EAN64688101,99.9025,872,31
EAN,64048301,Tape and Reel,Tray,16,8,2000,Yes,9,5.82,1.85,874,EAN64048301,96.903,873,31
EAN,66337401,Tape and Reel,Tray,16,12,1000,Yes,9,9,0.8,875,EAN66337401,64.8,874,31
EBL,62181301,Tape and Reel,Tray,16,12,500,Yes,9,9,0.85,1306,EBL62181301,68.85,875,41
EAN,66420501,Tape and Reel,Tray,16,12,1000,Yes,9,9,1,877,EAN66420501,81,876,31
TEA,G2106053,Tape and Reel,Tray,16,12,500,Yes,9,9,1,1443,TEAG2106053,81,876,59
EAE,64503001,Tape and Reel,Tray,16,12,2000,Yes,9.02,8.5,5.9,265,EAE64503001,452.353,877,26
EAN,62931703,Tape and Reel,Embossed,16,12,1000,Yes,9.03,9.03,0.8,878,EAN62931703,65.23272,878,31
EAN,65308801,Tape and Reel,Tray,16,12,1000,Yes,9.03,9.03,0.8,878,EAN65308801,65.23272,878,31
EAN,66390201,Tape and Reel,Embossed,16,12,250,Yes,9.05,9.04,0.8,880,EAN66390201,65.4496,879,31
TEA,N2003351,Tape and Reel,Tray,16,12,250,Yes,9.07,9.09,1.1,1444,TEAN2003351,90.69093,880,59
EAE,63265501,Tape and Reel,Embossed,24,16,2000,Yes,9.13,8.3,10.5,266,EAE63265501,795.6795,881,26
EAM,64010601,Tape and Reel,Embossed,16,12,1000,Yes,9.14,6.94,4.35,594,EAM64010601,275.92746,882,30
EAE,64502701,Tape and Reel,Tray,16,12,5000,Yes,9.14,8.33,6.5,267,EAE64502701,494.8853,883,26
EAG,65772409,Tape and Reel,Embossed,56,16,2000,Yes,9.2,7.8,8.4,306,EAG65772409,602.784,884,28
EAG,64956601,Tape and Reel,Tray,24,16,500,Yes,9.29,6.102,11,307,EAG64956601,623.56338,885,28
EAG,61090410,Tape and Reel,Embossed,16,12,500,Yes,9.3,6.3,1.9,308,EAG61090410,111.321,886,28
EAN,62046601,Tape and Reel,Tray,16,8,500,Yes,9.3,6.721,2.3,884,EAN62046601,143.76219,887,31
663,0S70012A,Tape and Reel,Tray,24,16,500,Yes,9.3,7.5,4,11,6630S70012A,279,888,6
EAN,62046701,Tape and Reel,Embossed,16,8,500,Yes,9.34,7.007,2.3,885,EAN62046701,150.524374,889,31
EAE,63265101,Tape and Reel,Embossed,24,16,2000,Yes,9.35,8.5,10,268,EAE63265101,794.75,890,26
0CE,227WH6D8,Tape and Reel,Embossed,24,16,2000,Yes,9.35,8.5,10.1,27,0CE227WH6D8,802.6975,891,8
EAE,63642301,Tape and Reel,Embossed,24,16,2000,Yes,9.35,8.5,10.1,269,EAE63642301,802.6975,891,26
EAE,65641501,Tape and Reel,Embossed,24,16,2000,Yes,9.35,8.5,10.1,269,EAE65641501,802.6975,891,26
EAN,64746301,Tape and Reel,Embossed,16,8,5000,Yes,9.5,6.435,2.3,887,EAN64746301,140.60475,892,31
EAG,66797604,Tape and Reel,Tray,44,16,2000,Yes,9.5,7.5,8,309,EAG66797604,570,893,28
EAG,66532001,Tape and Reel,Embossed,32,16,2000,Yes,9.5,9.5,11.9,310,EAG66532001,1073.975,894,28
EAG,66722401,Tape and Reel,Tray,32,16,2000,Yes,9.5,9.5,12.3,311,EAG66722401,1110.075,895,28
EBK,62172001,Tape and Reel,Embossed,16,8,500,Yes,9.55,6.578,2.3,1303,EBK62172001,144.48577,896,40
EBK,64292901,Tape and Reel,Embossed,12,8,500,Yes,9.56,6.507,2.35,1304,EBK64292901,146.186262,897,40
EAG,66797601,Tape and Reel,Tray,44,16,2000,Yes,9.6,7.4,8,312,EAG66797601,568.32,898,28
EAG,66797602,Tape and Reel,Tray,44,16,2000,Yes,9.6,7.4,8,312,EAG66797602,568.32,898,28
EAG,66797603,Tape and Reel,Tray,44,16,2000,Yes,9.6,7.4,8,312,EAG66797603,568.32,898,28
EAN,61837401,Tape and Reel,Embossed,16,8,500,Yes,9.61,6.4,2.3,888,EAN61837401,141.4592,899,31
0IP,MG78473G,Tape and Reel,Embossed,16,8,500,Yes,9.62,6.44,2.2,97,0IPMG78473G,136.29616,900,16
EAN,66486001,Tape and Reel,Tray,24,8,2000,Yes,9.67,5.87,1.75,889,EAN66486001,99.335075,901,31
EAN,65267101,Tape and Reel,Embossed,16,12,2000,Yes,9.765,6.385,1.85,890,EAN65267101,115.3466213,902,31
EAN,66126701,Tape and Reel,Tray,24,8,2000,Yes,9.77,6.39,1,891,EAN66126701,62.4303,903,31
EAN,58806501,Tape and Reel,Tray,16,8,500,Yes,9.8,6.32,0.9,892,EAN58806501,55.7424,904,31
EAN,63486401,Tape and Reel,Embossed,16,8,5000,Yes,9.8,6.435,2.3,893,EAN63486401,145.0449,905,31
EAG,62569901,Tape and Reel,Tray,24,12,500,Yes,9.85,5,8.9,313,EAG62569901,438.325,906,28
EAN,62326701,Tape and Reel,Embossed,16,8,500,Yes,9.85,5.78,2.32,894,EAN62326701,132.08456,907,31
EAG,66797101,Tape and Reel,Embossed,24,12,500,Yes,9.9,5.737,2.75,314,EAG66797101,156.189825,908,28
EAN,64323002,Tape and Reel,Embossed,16,12,1000,Yes,9.93,7.99,1,895,EAN64323002,79.3407,909,31
EAN,65168701,Tape and Reel,Tray,24,12,1,Yes,9.98,7,1.1,896,EAN65168701,76.846,910,31
EAN,66314001,Tape and Reel,Tray,16,12,2000,Yes,9.99,6.4,1,899,EAN66314001,63.936,911,31
EAN,64323003,Tape and Reel,Embossed,16,12,1000,Yes,9.99,7.97,1,900,EAN64323003,79.6203,912,31
EAG,62911502,Tape and Reel,Embossed,24,12,5000,Yes,10,0.85,0.27,315,EAG62911502,2.295,913,28
EAG,62911503,Tape and Reel,Tray,24,12,5000,Yes,10,2.2,0.15,316,EAG62911503,3.3,914,28
EAA,64488401,Tape and Reel,Tray,24,8,2000,Yes,10,3,3,158,EAA64488401,90,915,25
EAG,65711601,Tape and Reel,Embossed,24,12,500,Yes,10,3.048,6,317,EAG65711601,182.88,916,28
EAA,64287301,Tape and Reel,Tray,24,8,2000,Yes,10,3.1,3,159,EAA64287301,93,917,25
TEA,A2003492,Tape and Reel,Tray,24,8,2000,Yes,10,3.1,3,1445,TEAA2003492,93,917,59
663,0V90078D,Tape and Reel,Embossed,24,12,500,Yes,10,4.3,1.5,12,6630V90078D,64.5,918,6
EAG,63312702,Tape and Reel,Embossed,24,12,500,Yes,10,5.918,2.7,318,EAG63312702,159.786,919,28
EAN,64626701,Tape and Reel,Tray,16,8,2000,Yes,10,6,1.7,902,EAN64626701,102,920,31
EAP,64665901,Tape and Reel,Embossed,24,16,1000,Yes,10,10,3.6,1096,EAP64665901,360,921,32
EAP,65247903,Tape and Reel,Tray,24,16,500,Yes,10,10,4,1097,EAP65247903,400,922,32
EAE,66215801,Tape and Reel,Tray,24,16,500,Yes,10,10,10.5,270,EAE66215801,1050,923,26
EAH,64152701,Tape and Reel,Embossed,16,8,500,Yes,10.09,5.84,2.3,535,EAH64152701,135.52888,924,29
EAP,60773102,Tape and Reel,Embossed,24,16,1000,Yes,10.12,10.01,3.5,1098,EAP60773102,354.5542,925,32
EAG,65130201,Tape and Reel,Embossed,24,8,500,Yes,10.15,4.475,1.96,319,EAG65130201,89.02565,926,28
EAN,66400001,Tape and Reel,Tray,16,8,500,Yes,10.157,5.999,1.6,904,EAN66400001,97.4909488,927,31
EAN,62047104,Tape and Reel,Embossed,16,8,2000,Yes,10.16,6,1.5,905,EAN62047104,91.44,928,31
EAN,38513401,Tape and Reel,Embossed,16,8,2000,Yes,10.18,5.78,1.4,906,EAN38513401,82.37656,929,31
EAN,64229901,Tape and Reel,Embossed,16,8,2000,Yes,10.19,5.82,1.85,907,EAN64229901,109.71573,930,31
EAP,63846707,Tape and Reel,Tray,24,16,1000,Yes,10.3,10.15,3.5,1099,EAP63846707,365.9075,931,32
EAP,63846702,Tape and Reel,Tray,24,16,1000,Yes,10.3,10.15,3.7,1100,EAP63846702,386.8165,932,32
EAA,64365601,Tape and Reel,Tray,24,8,2000,Yes,10.35,3.35,3.02,160,EAA64365601,104.71095,933,25
EAG,66814601,Tape and Reel,Embossed,32,16,500,Yes,10.38,17.2,5.8,320,EAG66814601,1035.5088,934,28
EAP,63846701,Tape and Reel,Embossed,24,16,1000,Yes,10.43,10.09,4,1101,EAP63846701,420.9548,935,32
EAG,65772001,Tape and Reel,Embossed,24,16,500,Yes,10.48,7.84,5.75,321,EAG65772001,472.4384,936,28
EAG,65729801,Tape and Reel,Embossed,32,24,1000,Yes,10.49,8.97,16.1,322,EAG65729801,1514.93433,937,28
EAG,66719102,Tape and Reel,Tray,44,16,500,Yes,10.491,7.239,12.85,323,EAG66719102,975.8848847,938,28
EAP,64866101,Tape and Reel,Embossed,24,16,1000,Yes,10.5,10.5,3.95,1102,EAP64866101,435.4875,939,32
EAP,65269301,Tape and Reel,Tray,24,16,1000,Yes,10.5,10.5,3.95,1102,EAP65269301,435.4875,939,32
EAG,65454401,Tape and Reel,Tray,32,16,500,Yes,10.5,10.5,12.3,324,EAG65454401,1356.075,940,28
TEA,P2206826,Tape and Reel,Embossed,24,12,1000,Yes,10.5,11.3,10,1446,TEAP2206826,1186.5,941,59
EAN,38458301,Tape and Reel,Embossed,24,12,500,Yes,10.79,10.31,1.85,910,EAN38458301,205.803065,942,31
EAP,65247902,Tape and Reel,Tray,24,16,1000,Yes,10.85,10,4,1103,EAP65247902,434,943,32
EAG,61090454,Tape and Reel,Embossed,24,12,500,Yes,10.86,6.84,2,325,EAG61090454,148.5648,944,28
EAP,63846705,Tape and Reel,Embossed,24,16,1000,Yes,11,10.6,3.9,1104,EAP63846705,454.74,945,32
EAG,65454402,Tape and Reel,Tray,24,16,500,Yes,11,11.75,14.35,326,EAG65454402,1854.7375,946,28
EAG,63512105,Tape and Reel,Embossed,24,24,500,Yes,11,16,8.2,327,EAG63512105,1443.2,947,28
EAP,63846704,Tape and Reel,Embossed,24,16,1000,Yes,11.2,10.5,4,1105,EAP63846704,470.4,948,32
EAT,62313104,Tape and Reel,Embossed,24,16,1000,Yes,11.3,13.2,2.6,1117,EAT62313104,387.816,949,33
EAE,52354701,Tape and Reel,Tray,24,16,2000,Yes,11.33,10.29,10.35,271,EAE52354701,1206.661995,950,26
EAE,65001601,Tape and Reel,Tray,24,16,2000,Yes,11.33,10.3,8.5,272,EAE65001601,991.9415,951,26
EAE,64402201,Tape and Reel,Embossed,24,16,2000,Yes,11.33,10.3,10,273,EAE64402201,1166.99,952,26
EAE,66262801,Tape and Reel,Tray,24,16,2000,Yes,11.33,10.3,10.35,274,EAE66262801,1207.83465,953,26
EAE,66285501,Tape and Reel,Tray,24,16,2000,Yes,11.33,10.3,10.35,274,EAE66285501,1207.83465,953,26
EAE,64643801,Tape and Reel,Tray,24,16,2000,Yes,11.34,10.3,10.35,275,EAE64643801,1208.9007,954,26
EAE,64482701,Tape and Reel,Tray,24,16,2000,Yes,11.41,10.31,10.35,276,EAE64482701,1217.543985,955,26
0CE,227WJ6DC,Tape and Reel,Embossed,24,16,2000,Yes,11.44,10.4,10.4,28,0CE227WJ6DC,1237.3504,956,8
EAE,63702001,Tape and Reel,Embossed,24,16,2000,Yes,11.44,10.4,10.62,277,EAE63702001,1263.52512,957,26
EAG,66730504,Tape and Reel,Embossed,44,16,2000,Yes,11.5,7.45,8.3,328,EAG66730504,711.1025,958,28
EAG,66730506,Tape and Reel,Embossed,44,16,2000,Yes,11.5,7.45,8.3,328,EAG66730506,711.1025,958,28
EAG,66730507,Tape and Reel,Embossed,44,16,2000,Yes,11.5,7.45,8.3,328,EAG66730507,711.1025,958,28
EAN,60770104-REEL,Tape and Reel,Embossed,24,12,136,Yes,11.5,9.04,1,917,EAN60770104-REEL,103.96,959,31
EAG,66723501,Tape and Reel,Tray,24,8,2000,Yes,11.6,2.3,0.5,329,EAG66723501,13.34,960,28
EAN,66296901,Tape and Reel,Tray,24,20,1,Yes,11.75,11.75,1.4,920,EAN66296901,193.2875,961,31
EAN,66297001,Tape and Reel,Tray,24,16,1,Yes,11.85,11.85,1.45,921,EAN66297001,203.612625,962,31
EAP,34087503,Tape and Reel,Embossed,24,16,1000,Yes,11.9,11.9,7.5,1106,EAP34087503,1062.075,963,32
EAG,64653101,Tape and Reel,Tray,24,24,500,Yes,11.95,8.75,14,330,EAG64653101,1463.875,964,28
EAN,62746502,Tape and Reel,Embossed,24,16,1000,Yes,11.95,11.96,1,922,EAN62746502,142.922,965,31
EAG,60827001,Tape and Reel,Embossed,24,12,2000,Yes,11.99,5.97,5.3,331,EAG60827001,379.37559,966,28
EAG,64210701,Tape and Reel,Embossed,24,12,2000,Yes,12,5,2,332,EAG64210701,120,967,28
EAN,66320201,Tape and Reel,Tray,24,16,1000,Yes,12,12,0.88,924,EAN66320201,126.72,968,31
EAN,65211401,Tape and Reel,Tray,24,16,500,Yes,12,12,1.5,925,EAN65211401,216,969,31
EAG,65150903,Tape and Reel,Embossed,24,12,500,Yes,12.008,5.09,1.8,334,EAG65150903,110.017296,970,28
TEA,G2206415,Tape and Reel,Tray,24,12,500,Yes,12.01,5.085,3.3,1447,TEAG2206415,201.533805,971,59
EAG,65150913,Tape and Reel,Tray,24,12,500,Yes,12.01,5.095,1.8,335,EAG65150913,110.14371,972,28
EAP,65247803,Tape and Reel,Tray,24,16,500,Yes,12.03,10.73,7.55,1107,EAP65247803,974.568345,973,32
EAN,65316401,Tape and Reel,Embossed,24,16,136,Yes,12.034,12.1,1.55,926,EAN65316401,225.69767,974,31
EAG,61450701,Tape and Reel,Embossed,24,12,500,Yes,12.04,6.63,9.8,336,EAG61450701,782.28696,975,28
EAP,65247802,Tape and Reel,Tray,24,16,1000,Yes,12.18,12.14,7.6,1108,EAP65247802,1123.77552,976,32
EAG,66761301,Tape and Reel,Tray,44,24,2000,Yes,12.3,15.4,5.5,337,EAG66761301,1041.81,977,28
EAG,63254204,Tape and Reel,Embossed,24,8,2000,Yes,12.39,4.51,2.7,338,EAG63254204,150.87303,978,28
EAP,65278401,Tape and Reel,Tray,24,20,1000,Yes,12.4,12.4,6.9,1109,EAP65278401,1060.944,979,32
EAG,65270405,Tape and Reel,Tray,24,8,2000,Yes,12.5,4.9,0.7,339,EAG65270405,42.875,980,28
EAN,65132801,Tape and Reel,Tray,24,12,500,Yes,12.5,8.1,1,927,EAN65132801,101.25,981,31
EAG,64895303,Tape and Reel,Embossed,56,20,2000,Yes,12.5,8.8,7.5,340,EAG64895303,825,982,28
TEA,N2106057,Tape and Reel,Tray,24,16,500,Yes,12.5,12.5,1.5,1448,TEAN2106057,234.375,983,59
TEA,P2206240,Tape and Reel,Tray,24,20,1000,Yes,12.6,12.6,6.9,1449,TEAP2206240,1095.444,984,59
EAW,30178801,Tape and Reel,Embossed,24,12,1000,Yes,12.72,2.57,4,1192,EAW30178801,130.7616,985,35
EAH,63293101,Tape and Reel,Tray,24,16,500,Yes,13.5,10,4.8,536,EAH63293101,648,986,29
EAP,64746002,Tape and Reel,Tray,24,16,1000,Yes,13.5,12.6,4.5,1110,EAP64746002,765.45,987,32
EAP,64086102,Tape and Reel,Embossed,24,16,1000,Yes,13.5,13.5,6.15,1111,EAP64086102,1120.8375,988,32
EAP,64086103,Tape and Reel,Tray,24,16,1000,Yes,13.5,13.5,6.15,1111,EAP64086103,1120.8375,988,32
EAG,65772601,Tape and Reel,Embossed,32,28,2000,Yes,13.5,20.8,11,341,EAG65772601,3088.8,989,28
EAN,64954901,Tape and Reel,Embossed,24,16,1000,Yes,13.666,13.671,1,940,EAN64954901,186.827886,990,31
EAE,65123301,Tape and Reel,Embossed,32,24,2000,Yes,14,12.5,13.4,278,EAE65123301,2345,991,26
EAN,62995201,Tape and Reel,Embossed,24,12,500,Yes,14.101,10.193,2.4,945,EAN62995201,344.9555832,992,31
EAG,65150906,Tape and Reel,Tray,24,12,500,Yes,14.2,5.095,1.8,343,EAG65150906,130.2282,993,28
EAG,64650602,Tape and Reel,Tray,24,12,10000,Yes,14.27,8.78,2,344,EAG64650602,250.5812,994,28
EAE,66248301,Tape and Reel,Tray,32,24,2000,Yes,14.3,13,13.7,279,EAE66248301,2546.83,995,26
EAE,63224601,Tape and Reel,Embossed,32,24,2000,Yes,14.3,13,14,280,EAE63224601,2602.6,996,26
EAG,66797001,Tape and Reel,Embossed,24,16,1000,Yes,14.35,11.2,1.35,345,EAG66797001,216.972,997,28
EAG,61090420,Tape and Reel,Embossed,24,12,2000,Yes,14.4,6.44,2,346,EAG61090420,185.472,998,28
EAG,64650401,Tape and Reel,Tray,32,24,1000,Yes,14.5,13.6,16,347,EAG64650401,3155.2,999,28
EAG,66745101,Tape and Reel,Tray,32,24,1000,Yes,14.5,13.6,20.25,348,EAG66745101,3993.3,1000,28
EAG,63513401,Tape and Reel,Tray,24,12,500,Yes,14.586,5.154,1.85,349,EAG63513401,139.0760514,1001,28
MBK,66426401,Tape and Reel,Tray,24,16,1000,Yes,14.6,11.2,1.95,1335,MBK66426401,318.864,1002,51
EAG,66735901,Tape and Reel,Tray,32,24,1000,Yes,14.8,12,16.95,350,EAG66735901,3010.32,1003,28
EAG,66753001,Tape and Reel,Embossed,32,16,500,Yes,15,6.75,6.3,351,EAG66753001,637.875,1004,28
TEA,M2206437,Tape and Reel,Embossed,24,20,1000,Yes,15,13,6.5,1452,TEAM2206437,1267.5,1005,59
EAA,65979401,Tape and Reel,Tray,24,20,1000,Yes,15.18,15.05,4.05,161,EAA65979401,925.25895,1006,25
EBK,62751301,Tape and Reel,Embossed,24,12,3000,Yes,15.4,7.15,4.5,1305,EBK62751301,495.495,1007,40
EAG,65789901,Tape and Reel,Embossed,32,20,500,Yes,15.5,12.2,7,353,EAG65789901,1323.7,1008,28
EAG,60320301,Tape and Reel,Embossed,32,20,500,Yes,15.5,12.4,8,354,EAG60320301,1537.6,1009,28
EAG,61090430,Tape and Reel,Embossed,32,12,2000,Yes,15.51,6.242,2,355,EAG61090430,193.62684,1010,28
EAG,64990801,Tape and Reel,Tray,44,36,90,Yes,15.58,15.15,18.7,356,EAG64990801,4413.8919,1011,28
EAH,62333601,Tape and Reel,Embossed,24,16,500,Yes,15.69,10.08,5,537,EAH62333601,790.776,1012,29
EAH,62172801,Tape and Reel,Embossed,24,16,3000,Yes,15.7,7.579,4.6,538,EAH62172801,547.35538,1013,29
EAG,64831307,Tape and Reel,Embossed,32,12,2000,Yes,15.787,7.811,2.15,357,EAG64831307,265.1213526,1014,28
EAT,64915002,Tape and Reel,Tray,44,16,2000,Yes,16.2,12.2,2.2,1118,EAT64915002,434.808,1015,33
EAG,65850501,Tape and Reel,Tray,32,12,500,Yes,16.3,4.25,6.05,358,EAG65850501,419.11375,1016,28
TEA,G1901423,Tape and Reel,Embossed,32,12,500,Yes,16.45,4.7,5,1454,TEAG1901423,386.575,1017,59
EAG,64849801,Tape and Reel,Tray,44,20,3000,Yes,16.47,7.93,20,359,EAG64849801,2612.142,1018,28
EAG,66031301,Tape and Reel,Embossed,44,12,2000,Yes,16.495,5.6,6.4,360,EAG66031301,591.1808,1019,28
EAG,66814701,Tape and Reel,Embossed,32,16,500,Yes,16.5,6.5,6.18,361,EAG66814701,662.805,1020,28
EAG,65852201,Tape and Reel,Embossed,32,20,500,Yes,16.5,11.485,8.5,362,EAG65852201,1610.77125,1021,28
